web-scraper-order,web-scraper-start-url,Name Sort ascending,Locality,Accessibility
"1681718724-5525","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
2 Rue de Genève","Public"
"1681718724-5526","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
6 Rue du Serpolet","Public"
"1681718724-5527","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
148 Avenue Winston Churchill","Public"
"1681718724-5528","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
1 Place Georges Brugmann","Public"
"1681718724-5529","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
19A Rue Myosotis","Public"
"1681718724-5530","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
3 Avenue des Rogations","Public"
"1681718724-5531","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
412 Boulevard Lambermont","Public"
"1681718724-5532","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
131 Rue au Bois","Public"
"1681718724-5533","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
105 Odon Warlandlaan","Public"
"1681718724-5534","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
8 Avenue de l'Horizon","Public"
"1681718724-5535","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
82 Rue Ferdinand Lenoir","Public"
"1681718724-5536","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Rue de Ligne","Public"
"1681718724-5537","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
51 Rue Antoine Breart","Public"
"1681718724-5538","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1020 Laeken
70 Avenue Jean de Bologne","Public"
"1681718724-5539","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
12 Avenue Marcel Thiry","Public"
"1681718724-5540","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
5 Avenue l'Idéal","Public"
"1681718724-5541","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1083 Ganshoren
66 Avenue de la Reforme","Public"
"1681718724-5542","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
9a Avenue Jean Volders","Public"
"1681718724-5543","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
12 Avenue Jospeh Vandersmissen","Public"
"1681718724-5544","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1081 Koekelberg
38 Avenue de Jette","Public"
"1681718724-5545","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
35 Avenue Docteur Zamenhof","Public"
"1681718724-5546","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1083 Ganshoren
149 Rue Vanderveken","Public"
"1681718724-5547","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
304 Boulevard du Souverain","Public"
"1681718724-5548","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
1224 Chaussée de Mons","Public"
"1681718724-5549","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
166 Avenue de Jette","Public"
"1681718724-5550","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
208 Grootveldlaan","Public"
"1681718724-5551","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
Rue Hotel des Monnaies 166","Public"
"1681718724-5552","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
4 Place du Tomberg","Public"
"1681718724-5553","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
116 Avenue de Madrid","Public"
"1681718724-5554","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
8 Rue Paul Segers","Public"
"1681718724-5555","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1210 Saint-Josse-Ten-Noode
43 Rue du Progrès","Public"
"1681718724-5556","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
52 Chaussée d'Alsemberg","Public"
"1681718724-5557","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
2 Rue Philippe Dewolf","Public"
"1681718724-5558","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
8 Place Meiser","Public"
"1681718724-5559","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
11 Rue des Bougainvillées","Public"
"1681718724-5560","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
103 Rue Chant d'Oiseaux","Public"
"1681718724-5561","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
38 Avenue Paul De Merten","Public"
"1681718724-5562","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
41 Rue Charles Demeer","Public"
"1681718724-5563","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
9 Avenue Everard","Public"
"1681718724-5564","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
234 Rue Edith Cavell","Public"
"1681718724-5565","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
174 Meyerbeerstraat","Public"
"1681718724-5566","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
150 Rue Vervloesem","Public"
"1681718724-5567","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
60 Rue des Tongres","Public"
"1681718724-5568","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
24 Koning Albertlaan","Public"
"1681718724-5569","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
4 Place Verheylewegen","Public"
"1681718724-5570","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1081 Koekelberg
393 Basilieklaan","Public"
"1681718724-5571","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
170 Avenue Charles Michiels","Public"
"1681718724-5572","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Zespenningenstraat 59","Public"
"1681718724-5573","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
14 Av. Edmond Van Nieuwenhuyse","Public"
"1681718724-5574","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
Houtweg 46","Public"
"1681718724-5575","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
2 Avenue de Mars","Public"
"1681718724-5576","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
98 Louizalaan","Public"
"1681718724-5577","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
28 Boulevard Lambermont","Public"
"1681718724-5578","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
18 Place Saint Pierre","Public"
"1681718724-5579","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
93 Rue de Mérode","Public"
"1681718724-5580","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
432 Avenue Louise","Public"
"1681718724-5581","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
58 Avenue Gustave Bernheim","Public"
"1681718724-5582","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
62 Avenue Nouvelle","Public"
"1681718724-5583","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
8 Rue du Gruyer","Public"
"1681718724-5584","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
45 Rue Van Hoorde","Public"
"1681718724-5585","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
4 Rue Gustave Van Huynegem","Public"
"1681718724-5586","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1083 Ganshoren
9001 Rond Point de la Liberté","Public"
"1681718724-5587","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1120 Neder-Over-Heembeek
Kruipweg 9","Public"
"1681718724-5588","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
41 Ernest Cambierlaan","Public"
"1681718724-5589","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
33 Rue Gustave Schildknecht","Semi-public"
"1681718724-5590","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
30 Rue Van Ostade","Public"
"1681718724-5591","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1082 Berchem-Sainte-Agathe
33 Rue de la Basilique","Public"
"1681718724-5592","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
32A Avenue Eudore Pirmez","Public"
"1681718724-5593","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1020 Laeken
174 Rue Stéphanie","Public"
"1681718724-5594","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
283 Chaussee de la Hulpe","Public"
"1681718724-5595","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1210 Saint-Josse-Ten-Noode
2 Chaussée de Haecht","Public"
"1681718724-5596","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
352 Hertogendal","Public"
"1681718724-5597","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1120 Neder-Over-Heembeek
140 Koning Albertlaan","Public"
"1681718724-5598","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
247 Avenue d’Auderghem","Public"
"1681718724-5599","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
125 Avenue de la Liberté","Public"
"1681718724-5600","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
53 Rue Edouard Dekoster","Public"
"1681718724-5601","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
9001 Place Colignon","Public"
"1681718724-5602","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
Avenue Albert-Elisabeth 80","Public"
"1681718724-5603","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
9 Rue Léon Scampart","Public"
"1681718724-5604","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
1 Rue Mareyde","Public"
"1681718724-5605","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
60 Rue Maurice Wilmotte","Public"
"1681718724-5606","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
40 Handelskaai","Public"
"1681718724-5607","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
3 Place Dailly","Public"
"1681718724-5608","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
3 Avenue des Nenuphars","Public"
"1681718724-5609","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
32 Boulevard d'Anvers","Public"
"1681718724-5610","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
35A Rue de Tervaete","Public"
"1681718724-5611","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Avenue Victor et Jules Bertaux 2","Public"
"1681718724-5612","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
23 Rue Xavier de Bue","Public"
"1681718724-5613","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
350 Avenue des Anciens Combattants","Public"
"1681718724-5614","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1082 Berchem-Sainte-Agathe
381 Rue de Grand Bigard","Public"
"1681718724-5615","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
1375 Chaussée de Wavre","Public"
"1681718724-5616","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
10 Rue Léopold Peret","Public"
"1681718724-5617","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
111 Frédéric Pelletierstraat","Public"
"1681718724-5618","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
38 Avenue des Alouettes","Public"
"1681718724-5619","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
6 Rue du Pépin","Public"
"1681718724-5620","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
4 Avenue du Martin-Pêcheur","Public"
"1681718724-5621","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
171 Rue du Trône","Public"
"1681718724-5622","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
34 Rue de Moorslede","Public"
"1681718724-5623","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1020 Laeken
De Smet de Naeyerlaan","Public"
"1681718724-5624","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
86 Avenue Voltaire","Public"
"1681718724-5625","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
208 Rue Louis Hap","Public"
"1681718724-5626","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
19 Rue Saint Bernard","Public"
"1681718724-5627","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
8 Place André Payfa Fosseprez","Public"
"1681718724-5628","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
2 Rue Georges Moreau","Semi-public"
"1681718724-5629","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
109 Nerviërslaan","Public"
"1681718724-5630","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
1 Rue Dejoncker","Public"
"1681718724-5631","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
17 Rouppeplein","Public"
"1681718724-5632","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
1 Avenue des Charançons","Public"
"1681718724-5633","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
101 Rue Marguerite Bervoets","Public"
"1681718724-5634","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
38 Rue de Pavie","Public"
"1681718724-5635","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
68 Boulevard Brand whitlock","Public"
"1681718724-5636","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
395 Chaussée de la Hulpe","Public"
"1681718724-5637","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
86 Avenue Gabriel Emile Lebon","Public"
"1681718724-5638","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
228 Rue Docteur Elie Lambotte","Public"
"1681718724-5639","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
47 Rue Rouge","Public"
"1681718724-5640","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
39 Rue Franklin","Public"
"1681718724-5641","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
60 Avenue de l'Arbalète","Public"
"1681718724-5642","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
97 Rue François Desmedt","Public"
"1681718724-5643","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
2 Venezuelalaan","Public"
"1681718724-5644","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
214 Boulevard des Invalides","Public"
"1681718724-5645","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
55 Rue Nothomb","Public"
"1681718724-5646","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
550 Chaussée de Louvain","Public"
"1681718724-5647","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1210 Saint-Josse-Ten-Noode
Rue Georges Matheus","Public"
"1681718724-5648","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1082 Berchem-Sainte-Agathe
Avenue Marie de Hongrie 78B","Public"
"1681718724-5649","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
100 Avenue Emmanuel Mounier","Public"
"1681718724-5650","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
12 Rue de la Source","Public"
"1681718724-5651","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
18 Avenue Général Bernheim","Public"
"1681718724-5652","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
35 Rue des Vétérinaires","Public"
"1681718724-5653","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
16 Rue de la Cambre","Public"
"1681718724-5654","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
34 Rechtschapenheidsstraat","Public"
"1681718724-5655","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
100 Franklinstraat","Public"
"1681718724-5656","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
23 Rue Cardinal Lavigerie","Public"
"1681718724-5657","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
Boulevard de la woluwe 106","Public"
"1681718724-5658","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
Boulevard Général Wahis 16","Semi-public"
"1681718724-5659","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
Rue Picard 130","Public"
"1681718724-5660","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1082 Berchem-Sainte-Agathe
Avenue Marie d'Hongrie 78","Public"
"1681718724-5661","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
Boulevard Leopold II 63","Public"
"1681718724-5662","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
Avenue Heydenberg 6","Public"
"1681718724-5663","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
Rue de Stalle 160","Public"
"1681718724-5664","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Rue Montagne aux Herbes Potageres 48","Public"
"1681718724-5665","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
Rue des Cultivateurs 80","Public"
"1681718724-5666","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
Avenue de Laeken 61","Public"
"1681718724-5667","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
Chaussee de Louvain 930","Public"
"1681718724-5668","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
Houtweg 46","Public"
"1681718724-5669","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
Avenue du Bleuet 9","Public"
"1681718724-5670","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
Emile Duployésquare 130","Public"
"1681718724-5671","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Avenue de l'Héliport 7","Public"
"1681718724-5672","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
Rue Georges et Jacques Martin 54","Public"
"1681718724-5673","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Rue Fulton 18","Public"
"1681718724-5674","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
Auguste Vermeylenlaan 58","Public"
"1681718724-5675","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
Avenue Adolphe Lacomble 61","Public"
"1681718724-5676","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
Rue Colonel Bourg 162","Public"
"1681718724-5677","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
Rue Batonnier Braffort 14","Public"
"1681718724-5678","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
Avenue du Prince Héritier 52","Public"
"1681718724-5679","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
Léon Grosjeanlaan 61","Public"
"1681718724-5680","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1081 Koekelberg
Avenue de la Liberte 5","Public"
"1681718724-5681","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
Rue du Facteur 13","Public"
"1681718724-5682","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
Avenue Jeanne 31","Public"
"1681718724-5683","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
Rue du Chateau d'Or 16","Public"
"1681718724-5684","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Rue Franz Merjay 183","Public"
"1681718724-5685","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
Boulevard du Jubilee 39","Public"
"1681718724-5686","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1082 Berchem-Sainte-Agathe
Avenue Josse Goffin 96","Public"
"1681718724-5687","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
Rue du Bon Pasteur 64","Public"
"1681718724-5688","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
Rue Ulens 48","Public"
"1681718724-5689","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
Chaussee de Waterloo 823","Public"
"1681718724-5690","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
Terdeltplein 7","Public"
"1681718724-5691","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
Avenue Louis Bertrand 10","Public"
"1681718724-5692","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Avenue Louise 432","Public"
"1681718724-5693","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
Joseph De Heynlaan 110","Public"
"1681718724-5694","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
Avenue de l'Atlantique 120","Public"
"1681718724-5695","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Maritiemdreef 7 B1","Public"
"1681718724-5696","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Avenue Frans Van Kalken 9","Public"
"1681718724-5697","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1130 Haren
90 Middelweg","Public"
"1681718724-5698","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
55 Boulevard de l'humanité","Semi-public"
"1681718724-5699","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1120 Neder-Over-Heembeek
Antoon Van Osslaan 1/22","Semi-public"
"1681718724-5700","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Avenue Louise 91-93","Public"
"1681718724-5701","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1081 Koekelberg
Eugene Simonisplein 84","Semi-public"
"1681718724-5702","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
Livornostraat 11","Public"
"1681718724-5703","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
rue basse 21/23","Public"
"1681718724-5704","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Boulevard de Waterloo 103A","Public"
"1681718724-5705","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
pLACE CHARLES ROGIER 1/Z","Semi-public"
"1681718724-5706","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1009 Laeken
Natielaan 1","Public"
"1681718724-5707","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Rue Bara 101","Semi-public"
"1681718724-5708","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Havenlaan 86C","Public"
"1681718724-5709","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Rue Meylemeersch","Semi-public"
"1681718724-5710","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
Rue de l'Eglise 96a","Semi-public"
"1681718724-5711","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
De Lignestraat 27","Public"
"1681718724-5712","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Bisschopsstraat 1","Public"
"1681718724-5713","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Avenue Louise 91-93","Public"
